1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. HORIZONTAL DATUM,15. PARENT CO NAME,16. PARENT CO DB NUM,17. STANDARD PARENT CO NAME,18. FOREIGN PARENT CO NAME,19. FOREIGN PARENT CO DB NUM,20. STANDARD FOREIGN PARENT CO NAME,21. FEDERAL FACILITY,22. INDUSTRY SECTOR CODE,23. INDUSTRY SECTOR,24. PRIMARY SIC,25. SIC 2,26. SIC 3,27. SIC 4,28. SIC 5,29. SIC 6,30. PRIMARY NAICS,31. NAICS 2,32. NAICS 3,33. NAICS 4,34. NAICS 5,35. NAICS 6,36. DOC_CTRL_NUM,37. CHEMICAL,38. ELEMENTAL METAL INCLUDED,39. TRI CHEMICAL/COMPOUND ID,40. CAS#,41. SRS ID,42. CLEAN AIR ACT CHEMICAL,43. CLASSIFICATION,44. METAL,45. METAL CATEGORY,46. CARCINOGEN,47. PBT,48. PFAS,49. FORM TYPE,50. UNIT OF MEASURE,51. 5.1 - FUGITIVE AIR,52. 5.2 - STACK AIR,53. 5.3 - WATER,54. 5.4 - UNDERGROUND,55. 5.4.1 - UNDERGROUND CL I,56. 5.4.2 - UNDERGROUND C II-V,57. 5.5.1 - LANDFILLS,58. 5.5.1A - RCRA C LANDFILL,59. 5.5.1B - OTHER LANDFILLS,60. 5.5.2 - LAND TREATMENT,61. 5.5.3 - SURFACE IMPNDMNT,62. 5.5.3A - RCRA SURFACE IM,63. 5.5.3B - OTHER SURFACE I,64. 5.5.4 - OTHER DISPOSAL,65. ON-SITE RELEASE TOTAL,66. 6.1 - POTW - TRNS RLSE,67. 6.1 - POTW - TRNS TRT,68. POTW - TOTAL TRANSFERS,69. 6.2 - M10,70. 6.2 - M41,71. 6.2 - M62,72. 6.2 - M40 METAL,73. 6.2 - M61 METAL,74. 6.2 - M71,75. 6.2 - M81,76. 6.2 - M82,77. 6.2 - M72,78. 6.2 - M63,79. 6.2 - M66,80. 6.2 - M67,81. 6.2 - M64,82. 6.2 - M65,83. 6.2 - M73,84. 6.2 - M79,85. 6.2 - M90,86. 6.2 - M94,87. 6.2 - M99,88. OFF-SITE RELEASE TOTAL,89. 6.2 - M20,90. 6.2 - M24,91. 6.2 - M26,92. 6.2 - M28,93. 6.2 - M93,94. OFF-SITE RECYCLED TOTAL,95. 6.2 - M56,96. 6.2 - M92,97. OFF-SITE ENERGY RECOVERY T,98. 6.2 - M40 NON-METAL,99. 6.2 - M50,100. 6.2 - M54,101. 6.2 - M61 NON-METAL,102. 6.2 - M69,103. 6.2 - M95,104. OFF-SITE TREATED TOTAL,105. 6.2 - UNCLASSIFIED,106. 6.2 - TOTAL TRANSFER,107. TOTAL RELEASES,108. 8.1 - RELEASES,109. 8.1A - ON-SITE CONTAINED,110. 8.1B - ON-SITE OTHER,111. 8.1C - OFF-SITE CONTAIN,112. 8.1D - OFF-SITE OTHER R,113. 8.2 - ENERGY RECOVER ON,114. 8.3 - ENERGY RECOVER OF,115. 8.4 - RECYCLING ON SITE,116. 8.5 - RECYCLING OFF SIT,117. 8.6 - TREATMENT ON SITE,118. 8.7 - TREATMENT OFF SITE,119. PRODUCTION WSTE (8.1-8.7),120. 8.8 - ONE-TIME RELEASE,121. PROD_RATIO_OR_ ACTIVITY,122. 8.9 - PRODUCTION RATIO
2023,15927CLVRP141IN,110001147786,COLVER GREEN ENERGY,141 INTERPOWER DR,COLVER,CAMBRIA,PA,15927,,,40.550400,-78.798900,,GENERATION HOLDINGS LP,969817068,GENERATION HOLDINGS LP,NA,,NA,NO,2211,Electric Utilities,,,,,,,221112,,,,,,1323221717491,Dioxin and dioxin-like compounds,NO,N150,N150,755371,YES,Dioxin,NO,Non_Metal,YES,YES,NO,R,Grams,0.000,0.938,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.938,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.938,0.000,0.000,0.938,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.938,,PRODUCTION,1.000
2023,16365WSTPN1425M,110010983864,"WEST PENN OIL CO.,INC.130130",2305 MARKET ST EXT.,WARREN,WARREN,PA,16365,,,41.912710,-79.150190,,NA,,NA,NA,,NA,NO,324,Petroleum,,,,,,,324191,,,,,,1323221572276,Certain glycol ethers,NO,N230,N230,649541,YES,TRI,NO,May contain metal,NO,NO,NO,R,Pounds,234.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,239.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7861.000,0.000,7861.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7861.000,239.000,0.000,0.000,239.000,0.000,0.000,0.000,7861.000,0.000,0.000,0.000,0.000,8100.000,,ACTIVITY,0.820
2023,19446LHGHV880AL,110001140202,DFA DAIRY BRANDS FLUID LLC DBA LEHIGH VALLEY DAIRY FARMS,880 ALLENTOWN RD,LANSDALE,MONTGOMERY,PA,19446,,,40.231648,-75.299721,,DAIRY FARMERS OF AMERICA INC,029855640,DAIRY FARMERS OF AMERICA INC,NA,,NA,NO,311,Food,,,,,,,311511,,,,,,1323221661349,Nitric acid,NO,0007697372,7697-37-2,152686,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,82921.000,0.000,82921.000,,PRODUCTION,1.150
2023,17104TRTMP1500S,110000332845,THE AMES COS INC.,1500 S CAMERON ST,HARRISBURG,DAUPHIN,PA,17104,,,40.244520,-76.859750,,GRIFFON CORP,621297563,GRIFFON CORP,NA,,NA,NO,332,Fabricated Metals,,,,,,,332216,,,,,,1323222349538,Certain glycol ethers,NO,N230,N230,649541,YES,TRI,NO,May contain metal,NO,NO,NO,R,Pounds,729.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,729.000,5.000,0.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.780,0.000,8.780,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.780,737.780,0.000,0.000,729.000,0.000,8.780,0.000,0.000,0.000,0.000,0.000,0.000,737.780,,PRODUCTION,0.590
2023,16686QLTYCINDUS,110046292677,W R GRACE & CO,2858 BACK VAIL ROAD,TYRONE,BLAIR,PA,16686,,,40.693119,-78.230158,,W R GRACE & CO,003093606,W R GRACE & CO,NA,,NA,NO,325,Chemicals,,,,,,,325199,,,,,,1323222022170,Dichloromethane,NO,0000075092,75-09-2,5306,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,0.000,4923.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4923.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,224796.000,0.000,224796.000,0.000,199.000,0.000,0.000,0.000,0.000,199.000,0.000,224995.000,4923.000,0.000,0.000,4923.000,0.000,0.000,0.000,224796.000,220006.000,0.000,0.000,199.000,449924.000,,ACTIVITY,0.570
2023,16501NNLCT1712G,110000331784,UNION ELECTRIC STEEL CORP,1712 GREENGARDEN RD,ERIE,ERIE,PA,16501,,,42.106529,-80.113439,,AMPCO-PITTSBURGH CORP,004327862,AMPCO-PITTSBURGH CORP,NA,,NA,NO,333,Machinery,,,,,,,333519,,,,,,1323221595871,Chromium,NO,0007440473,7440-47-3,150060,YES,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,6.000,0.000,0.000,0.000,1.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,,PRODUCTION,0.970
2023,1513WBRNNT185AB,110070595916,BRENNTAG NORTHEAST OAKMONT FACILITY,1085 ALLEGHENY AVE,OAKMONT,ALLEGHENY,PA,15139,,,40.528450,-79.838870,,BRENNTAG N.A. INC,092963644,,NA,,,NO,4246,Chemical Wholesalers,,,,,,,424690,,,,,,1323222334930,Sodium nitrite,NO,0007632000,7632-00-0,152058,NO,TRI,NO,Individually-listed compounds that contain metal,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2023,17402MRCNH135ST,110000333425,AMERICAN HYDRO CORP,135 STONEWOOD RD,YORK,YORK,PA,17402,,,39.989789,-76.628856,,INDUSTRIOUS GROUP INC,153998539,INDUSTRIOUS GROUP INC,ITOCHU CORP,006985956,,NO,333,Machinery,,,,,,,333611,,,,,,1323222359756,Copper,NO,0007440508,7440-50-8,150086,NO,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,2.610,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.610,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,45.390,0.000,0.000,0.000,0.000,0.000,0.000,45.390,0.000,0.000,0.000,0.000,131.920,131.920,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,177.310,48.000,0.000,0.000,2.610,45.390,0.000,0.000,0.000,0.000,131.920,0.000,0.000,179.920,,PRODUCTION,0.990
2023,1860WWSTRN53RIV,110070244638,WESTERN INTERNATIONAL GAS & CYLINDERS INC.,53 RIVER RD,BERWICK,LUZERNE,PA,18603,,,41.067810,-76.156330,,MATHESON TRI-GAS INC,179092028,MATHESON TRI-GAS INC,NIPPON SANSO HOLDINGS CORP,NA,NIPPON SANSO HOLDINGS CORP,NO,4246,Chemical Wholesalers,,,,,,,424690,,,,,,1323222304952,Propylene,NO,0000115071,115-07-1,29009,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,560.000,616.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1176.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1176.000,0.000,0.000,1176.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1176.000,,ACTIVITY,1.640
2023,1611WLLWDC11EAR,110070525238,ELLWOOD CITY FORGE - X PLANT,101 EARLY ST,ELLWOOD CITY,LAWRENCE,PA,16117,,,40.854670,-80.279700,,ELLWOOD GROUP INC,004641087,ELLWOOD GROUP INC,NA,,NA,NO,332,Fabricated Metals,,,,,,,332710,,,,,,1323222110785,Copper  And Copper Compounds,YES,N100,N100,649491,NO,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,509.000,0.000,0.000,629.000,1138.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1138.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1138.000,0.000,0.000,1138.000,,PRODUCTION,0.960
